measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,13581.928468244405,18030.682378257683,9896.12684189332
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,3.324000811462904,4.412775622893961,2.421948674645404
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,314191.4668931443,327097.9148996752,303825.2623510901
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,38.70014045202926,40.28987602164429,37.423296189838
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,11112.858043302236,15684.55410545569,8051.571062487299
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,5.448066503779637,7.68933549908467,3.9472739089631736
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Number,1981,930169.079025734,1128610.2514510262,756837.5412589674
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Rate,1981,58.765966627125785,71.3030285217298,47.81527433524796
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Number,1981,2681367.394747217,3073662.691880039,2255704.8470194414
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Rate,1981,169.40269289516843,194.18701744338117,142.5103013523448
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,639176.983897828,855267.1943817056,427610.1402222188
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,40.381747954801135,54.03383592900567,27.015436006580344
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Number,1982,245570.13974705123,292063.2569731407,208802.9182467665
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Rate,1982,120.39049247918186,143.1836923588853,102.36540234375309
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Number,1982,211695.9847425922,256296.50225764455,158758.5628992057
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Rate,1982,103.78372502975327,125.64907997068518,77.83121185828968
Deaths,Latin America & Caribbean - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,48683.77263646885,51351.043963083255,46010.979564714886
Deaths,Latin America & Caribbean - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,13.391764323716018,14.125468123956608,12.656541620860473
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,35658.853999735875,36802.09716574881,34414.79117524582
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,9.602802603879066,9.91067392390347,9.267780908271838
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Number,1981,2136761.9219227573,2193709.677211331,2051556.3048562715
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Rate,1981,263.19297372605695,270.2074421643267,252.6978785524625
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Number,1981,1384982.9395465225,1438725.573738776,1314299.3298782585
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Rate,1981,170.59353907387836,177.21322073509154,161.88717397469958
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,284070.8982538973,298581.42915002117,271041.04489236046
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,34.9900771318491,36.7773936024918,33.3851412621798
Deaths,Sub-Saharan Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,41141.98387608183,61723.69769024928,26904.065327575136
Deaths,Sub-Saharan Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,10.640845944731197,15.964041992708438,6.958391099952358
Deaths,Latin America & Caribbean - WB,Both,All ages,Ischemic heart disease,Number,1981,272765.1025253778,282455.9749913117,262333.41634050844
Deaths,Latin America & Caribbean - WB,Both,All ages,Ischemic heart disease,Rate,1981,73.4546723458202,76.06438984684871,70.64545634410422
Deaths,Latin America & Caribbean - WB,Both,All ages,Stroke,Number,1981,221259.4720252847,230177.77266245385,210590.8989013654
Deaths,Latin America & Caribbean - WB,Both,All ages,Stroke,Rate,1981,59.5843891705843,61.98605582485821,56.71138035838854
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,25521.386697039332,34556.12073655274,19319.80192511207
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,2.6843013619828486,3.6345612038680124,2.032027931571344
Deaths,Sub-Saharan Africa - WB,Both,All ages,Ischemic heart disease,Number,1981,134232.36388796073,179047.19505798141,103019.72738308416
Deaths,Sub-Saharan Africa - WB,Both,All ages,Ischemic heart disease,Rate,1981,33.77279242395166,45.04818046586107,25.919709433002417
Deaths,Sub-Saharan Africa - WB,Both,All ages,Stroke,Number,1981,247310.51549909645,306930.0929155764,197937.00368006082
Deaths,Sub-Saharan Africa - WB,Both,All ages,Stroke,Rate,1981,62.22319612267949,77.22345056333816,49.80084641797188
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,13300.227884823826,17721.26229027215,9619.827269998148
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,3.3463303672453306,4.458660307281098,2.4203435008794933
Deaths,Latin America & Caribbean - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,49035.956437223766,51483.97354100846,46168.5487812727
Deaths,Latin America & Caribbean - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,13.20520873055991,13.86445103315152,12.433026043332946
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,274978.8755385088,352608.92660983274,233226.245403607
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,17.685961613514902,22.678934621400963,15.000535642581557
Deaths,North America,Both,All ages,Ischemic heart disease,Number,1980,721816.0532801156,753534.9130016682,669951.5888693242
Deaths,North America,Both,All ages,Ischemic heart disease,Rate,1980,283.6710686094912,296.1364644557038,263.2885238109779
Deaths,North America,Both,All ages,Stroke,Number,1980,184786.77765474183,197949.94536857057,165419.11290380737
Deaths,North America,Both,All ages,Stroke,Rate,1980,72.62052768710448,77.79360444911254,65.00910628493195
Deaths,Sub-Saharan Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,41749.63668761033,61414.22189292388,27524.928073776842
Deaths,Sub-Saharan Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,10.504186716125647,15.451786050638518,6.925257481837728
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Number,1981,237279.1459457346,288763.64569635224,199027.59122342322
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Rate,1981,120.65994133881465,146.840567937953,101.20846223593514
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Number,1981,210771.21287597695,256405.3356102194,157044.4701180614
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Rate,1981,107.18026685472967,130.3858905525713,79.85942665338199
Deaths,Middle East & North Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,18701.456902451428,28198.129461627002,9192.967456056851
Deaths,Middle East & North Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,9.84308325410867,14.84143921774065,4.838507742699874
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,10693.062187698342,14978.341621360169,7756.6855207040435
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,5.437579653945024,7.6167073772229745,3.9443888597181083
Deaths,North America,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,63627.17076704765,67188.09479878773,59779.39412981382
Deaths,North America,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,25.005245369740557,26.404675488717018,23.49308322608262
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,294131.5507755318,370827.84907542524,254355.98059834828
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,18.24980524788997,23.008534814699754,15.781874121686688
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,310886.94783858093,322966.28633433854,301260.8248657759
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,38.543876986279535,40.041477771044065,37.35042675526101
Deaths,Middle East & North Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,19326.391216834087,28350.622496500615,9560.305112725313
Deaths,Middle East & North Africa - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,9.827754652520072,14.416709204309809,4.861555993405421
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,34985.21020994089,36226.15413952573,33718.507242478285
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,9.623611001671428,9.964965579264241,9.275170716751857
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,24926.525096128436,33578.54025262409,18767.186186843635
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,2.678562383994023,3.608293353495857,2.016690203693866
Deaths,South Asia - WB,Both,All ages,Ischemic heart disease,Number,1980,537076.9741501829,710683.1157293252,406558.8048699905
Deaths,South Asia - WB,Both,All ages,Ischemic heart disease,Rate,1980,59.073982271920904,78.16920814000122,44.71807354874107
Deaths,South Asia - WB,Both,All ages,Stroke,Number,1980,465589.4993672548,569875.3661364779,358824.3099196834
Deaths,South Asia - WB,Both,All ages,Stroke,Rate,1980,51.2109570050619,62.681531506016604,39.4676777131806
Deaths,South Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,363389.9982434572,474072.07159599266,245200.3010179223
Deaths,South Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,39.969865302817084,52.14396911613526,26.969985556208172
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,310425.92263394373,390307.3790125395,269107.4558945899
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1984,18.544145359289697,23.31608362406932,16.07587322938422
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,317844.0464561368,331117.9070843269,306758.0136939669
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,38.8960198416949,40.52040246621331,37.53937165183318
Deaths,North America,Both,All ages,Ischemic heart disease,Number,1981,713664.5399897016,746381.5238314973,660148.5636220352
Deaths,North America,Both,All ages,Ischemic heart disease,Rate,1981,277.76724866379334,290.50111181249963,256.93815504591805
Deaths,North America,Both,All ages,Stroke,Number,1981,179676.59017008523,193049.05808423326,160316.1979985437
Deaths,North America,Both,All ages,Stroke,Rate,1981,69.93239723183764,75.13713056552884,62.39708818226836
Deaths,North America,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,65923.96118563146,69354.87843108187,61975.88725293023
Deaths,North America,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,25.65843795435848,26.993794260103577,24.12179773706047
Deaths,South Asia - WB,Both,All ages,Ischemic heart disease,Number,1981,542962.023525183,709837.3032478972,412134.2191351618
Deaths,South Asia - WB,Both,All ages,Ischemic heart disease,Rate,1981,58.34578412125809,76.27792048442758,44.287248714970445
Deaths,South Asia - WB,Both,All ages,Stroke,Number,1981,464846.2174588829,571608.9988066459,355324.7935108359
Deaths,South Asia - WB,Both,All ages,Stroke,Rate,1981,49.95159123164976,61.424139812964604,38.18260356500288
Deaths,South Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1981,369941.09611948155,479483.1136741697,254394.42855978673
Deaths,South Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1981,39.75324681389571,51.52444743481071,27.336796621673304
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,13100.24230630318,17310.358988518405,9595.503278469654
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,3.3882094903318953,4.477102120296671,2.4817537349655567
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,332699.70357012993,345051.03357367526,321837.25353141787
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1984,40.18591808486227,41.67780259944208,38.873871447091275
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,133226.2892703084,138295.0075892387,127745.38993075423
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1981,51.853353707099146,53.82616286715823,49.720118490209806
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,10321.458799205502,14467.090853544743,7523.631377980787
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,5.432463299215746,7.614421724412755,3.959890954644388
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,40377.78748092277,41646.68828084841,39041.36271850567
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1984,10.24480542980794,10.566755754874855,9.905722668797095
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Number,1982,944921.2606605412,1143325.7950693087,774882.1695168657
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Rate,1982,58.628966991731936,70.93925503703433,48.078652720045675
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Number,1982,2660676.1528288447,3026985.0522262054,2258020.921378551
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Rate,1982,165.08538947556858,187.81353970951764,140.1020800120424
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1982,657420.2452594866,860415.2800346751,448435.4814575835
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1982,40.79056262536718,53.38567471438973,27.823809384836245
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,302737.02285744186,377039.1482555365,263030.3772218573
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1983,18.43681393286054,22.961845089772662,16.018662262570682
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,13970.953153803244,18130.836170991617,10348.815208370523
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1984,3.2339404553769087,4.196853567375903,2.395502425577783
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Number,1982,2125739.3403152293,2185926.8648571153,2037451.2061412788
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Rate,1982,260.1363797153362,267.5018005086647,249.33215966809956
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Number,1982,1375379.7858717672,1428541.5967539877,1301082.7930831923
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Rate,1982,168.31147236390666,174.81712466084414,159.21941184585165
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,352722.3738874059,364491.6296002511,340784.50554960244
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1985,42.33727847465728,43.749942636169294,40.90437573406528
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Number,1980,913743.2184485986,1121284.042570164,742432.4031961642
Deaths,East Asia & Pacific - WB,Both,All ages,Ischemic heart disease,Rate,1980,58.76970532533985,72.11821815732729,47.75141711465078
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Number,1980,2709850.895942713,3095778.289041086,2272227.260302159
Deaths,East Asia & Pacific - WB,Both,All ages,Stroke,Rate,1980,174.2909117296176,199.11280776281262,146.1440411529295
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,618383.2121505886,836617.9399502244,409413.4608421287
Deaths,East Asia & Pacific - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,39.77287975710602,53.80919804170722,26.33246186031531
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,326759.66782095196,340143.594736935,315439.7166531173
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1983,39.71755529353601,41.3443682379704,38.34161808125143
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1982,283790.96443819755,297764.0785366311,269818.28481522563
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1982,34.72878950150538,36.43874294969095,33.01888922205568
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Number,1980,2129645.8022638783,2187689.9191142423,2045671.9740648805
Deaths,Europe & Central Asia - WB,Both,All ages,Ischemic heart disease,Rate,1980,264.0342619640165,271.23059270485993,253.62315616921936
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Number,1980,1392686.68011465,1446946.1069916224,1323768.3600055096
Deaths,Europe & Central Asia - WB,Both,All ages,Stroke,Rate,1980,172.66580167476414,179.39290517470866,164.1212832546243
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Number,1980,285276.6448111772,299599.6129441621,271999.3534992437
Deaths,Europe & Central Asia - WB,Both,All ages,Chronic obstructive pulmonary disease,Rate,1980,35.368702292287125,37.14446909637573,33.72257888120114
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,11931.753785445742,16877.81581756893,8811.01246980034
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1984,5.465571601199902,7.731211394531897,4.036055419740618
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,41557.39588121397,42871.930755313595,40150.011321551865
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1985,10.348640496814602,10.675986533401364,9.998172991816418
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,38592.2493564741,39714.65606030542,37290.35794503096
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1983,9.980607436005823,10.270880765010482,9.643916330444707
Deaths,Latin America & Caribbean - WB,Both,All ages,Ischemic heart disease,Number,1980,277512.4309844624,287166.21261799434,266801.29570065916
Deaths,Latin America & Caribbean - WB,Both,All ages,Ischemic heart disease,Rate,1980,76.33716270093451,78.99269166813781,73.39078053718501
Deaths,Latin America & Caribbean - WB,Both,All ages,Stroke,Number,1980,226534.9517938852,235559.08057938865,214467.12693551875
Deaths,Latin America & Caribbean - WB,Both,All ages,Stroke,Rate,1980,62.314453486613026,64.79677971931334,58.9948778323207
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,14254.21507178401,18080.35311216537,10506.761895863756
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1985,3.208015707177719,4.069116151471589,2.3646238690636485
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,13771.386878752437,18073.58526657947,10157.827072048442
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1983,3.2777287044244727,4.301695228062419,2.4176650951548435
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,12552.976965247053,17834.895596054677,9299.831438860689
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1985,5.572740904338642,7.917584210335317,4.128546655209566
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,11499.036114629069,16279.645242232009,8392.156717318438
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1983,5.440879453832791,7.70287060856006,3.9708296070583877
Deaths,Sub-Saharan Africa - WB,Both,All ages,Ischemic heart disease,Number,1980,130919.0309362103,174384.07160927256,100371.3437822991
Deaths,Sub-Saharan Africa - WB,Both,All ages,Ischemic heart disease,Rate,1980,33.86052660031288,45.10220136195245,25.95975949215246
Deaths,Sub-Saharan Africa - WB,Both,All ages,Stroke,Number,1980,245731.88178427212,304666.90232079785,193187.04107611216
Deaths,Sub-Saharan Africa - WB,Both,All ages,Stroke,Rate,1980,63.55539649354318,78.79818294175132,49.965348020187434
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,353042.6128952118,445208.0756056458,307981.57361146185
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1987,19.89488528902285,25.08865295688801,17.355576506429927
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1986,335565.3476459734,419173.06141118554,293978.55350304814
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1986,19.274783793597383,24.077188504353217,16.886049463915043
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,321974.841430302,399615.71914634306,280214.0690732394
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1985,18.859511624192127,23.407286317685145,16.413395746924888
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1986,351508.67566139257,362420.5229136928,340332.3823318228
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1986,41.93448396306295,43.23625178642603,40.601168099625184
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,355516.5243051289,367636.1697134715,343290.5534110808
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1987,42.1508189816582,43.58775072689117,40.701281053604674
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Number,1980,227520.68443026772,278317.9890305606,187393.04511018435
Deaths,Middle East & North Africa - WB,Both,All ages,Ischemic heart disease,Rate,1980,119.75029809497642,146.48629523536277,98.63003475513732
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Number,1980,207243.27437554786,254560.3092010556,153181.55126688242
Deaths,Middle East & North Africa - WB,Both,All ages,Stroke,Rate,1980,109.07774801572853,133.98198491846856,80.62359900504846
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1988,375643.0155974013,475121.88121706515,329501.5250886505
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1988,20.78217443726719,26.28576974527914,18.229430303256468
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,130447.30242196619,135600.57856377927,124620.74304566844
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1980,51.26531268888867,53.29053136246202,48.97549616696431
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,137646.35776334294,142618.43256373177,132294.94028459312
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1982,53.057011031044425,54.97354141962886,50.9942596381604
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1986,42513.770463675995,43964.515843774636,41082.43195650465
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1986,10.393958104613457,10.748642869967076,10.04401801897061
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,43863.35017975339,45352.105107214535,42326.99589610756
